brand,brand_rank,model,diameter_mm,thickness_mm,lug_to_lug_mm,caliber,price_tier,market_momentum,data_confidence,production_status,source_file
Singer Reimagined,162,[Divetrack](https://watchesbysjx.com/2024/04/02),49,19.67,≈54 мм,"AgenGraphe, 24-часовой центральный хронограф; 72 ч; 3 Гц",15k_plus,insider_hype,смеш.,active,singer-reimagined.md
Singer Reimagined,162,Flytrack,43,≈14.5,≈49 мм,Agenhor flyback central seconds; 60 ч; 4 Гц,15k_plus,contrarian,оц.класс,active,singer-reimagined.md
Byrne Watch,163,[Gyro Dial 311 Zero](https://en.byrnewatch.com/byrne-gyro-dial-311-zero),41,14.7,≈48 мм,"5555 автомат, 42 камня; 60 ч; 4 Гц",15k_plus,insider_hype,смеш.,active,byrne-watch.md
Byrne Watch,163,Gyro Dial Escape,≈41,≈14.7,≈48 мм,5555 с Gyro Dial; 60 ч; 4 Гц,15k_plus,insider_hype,оц.класс,active,byrne-watch.md
Byrne Watch,163,Papillon,≈41,≈14,≈48 мм,автоматический proprietary display; ≈60 ч; ≈4 Гц,15k_plus,contrarian,оц.класс,active,byrne-watch.md
HYT,164,H0,≈48.8,≈18.7,≈52 мм,"101, ручной; 65 ч; 4 Гц",15k_plus,contrarian,смеш.,active,hyt.md
HYT,164,H20,≈51 × 48,≈19,≈53 мм,"201 Renaud & Papi, ручной; 8 дней; ≈3 Гц",15k_plus,contrarian,смеш.,active,hyt.md
HYT,164,Hastroid / Moon Runner,"48 × 52,3","толщина 13,3 мм Hastroid / 17,2 мм Moon Runner","L2L 52,3 мм (https://timeandtidewatches.com/introducing-the-hyt-hastroid-is-like-an-alien-spaceship-for-the-wrist-in-a-good-way/)",501 CM / 601 MO; 72 ч у Moon Runner; 4 Гц,15k_plus,insider_hype,смеш.,active,hyt.md
Hautlence,165,HL,≈43.5 × 37,≈12,≈50 мм,HL proprietary module / ETA base; ≈40 ч; ≈4 Гц,15k_plus,contrarian,смеш.,active,hautlence.md
Hautlence,165,HLRQ,≈43.5 × 37,≈12,≈50 мм,"ретроградный модуль, прыгающий час; ≈40 ч; ≈4 Гц",15k_plus,contrarian,оц.класс,active,hautlence.md
Hautlence,165,[Vortex](https://monochrome-watches.com/hautlence-vortex-bronze-extreme-high-end-goes-bronze-well-live-photos-specs-price/),52 × 50,17.8,52 мм,"HLR2 автомат, 552 детали; 40 ч; 2.5 Гц",15k_plus,contrarian,смеш.,active,hautlence.md
Jacob & Co.,166,Astronomia (семейство),≈50,≈25,≈55 мм,"JCAM10/варианты, ручной, rotating platform/3-axis tourbillon; ≈60 ч; 3 Гц",15k_plus,insider_hype,смеш.,active,jacob-and-co.md
Jacob & Co.,166,Epic X Skeleton 44,44,≈13.5,≈50 мм,"JCAM02, ручной; 48 ч; 4 Гц",15k_plus,macro_trend,смеш.,active,jacob-and-co.md
Jacob & Co.,166,Bugatti Chiron Tourbillon,≈55 × 44,≈20,≈55 мм,"JCAM37, ручной, 30° tourbillon + W16 automaton; 60 ч; ≈3 Гц",15k_plus,speculative_bubble,смеш.,active,jacob-and-co.md
Franck Muller,167,Vanguard V45,≈53.7 × 44,≈12.8,53.7 мм,FM 0800 / ETA-derived автомат по версии; ≈42 ч; 4 Гц,15k_plus,macro_trend,смеш.,active,franck-muller.md
Franck Muller,167,Cintrée Curvex Crazy Hours,5850 ≈45 × 32,≈11.8,45 мм,автомат + прыгающий час; ≈42 ч; 4 Гц,15k_plus,evergreen,смеш.,active,franck-muller.md
Franck Muller,167,Aeternitas Mega / Aeternitas 3,≈61 × 42,≈19,≈61 мм,мануфактурный grande complication; ≈3 дня; 2.5–3 Гц,15k_plus,contrarian,смеш.,active,franck-muller.md
Roger Dubuis,168,[Excalibur Double Flying Tourbillon](https://www.rogerdubuis.com/sg-en/watches/excalibur/double-tourbillon-white-gold-45mm-rddbex1131),45,14.66,≈52 мм,"RD108, ручной, 2 flying tourbillons; 72 ч; 3 Гц",15k_plus,insider_hype,смеш.,active,roger-dubuis.md
Roger Dubuis,168,Excalibur Spider Huracán,45,≈14,≈52 мм,RD630 автомат; 60 ч; 4 Гц,15k_plus,macro_trend,смеш.,active,roger-dubuis.md
Roger Dubuis,168,Monovortex Split-Seconds Chronograph,≈47,≈17,≈54 мм,"RD114, автомат, vertical tourbillon + rattrapante; ≈60 ч; ≈4 Гц",15k_plus,insider_hype,оц.класс,active,roger-dubuis.md
Gerald Charles,169,[Maestro 2.0 Ultra-Thin](https://www.geraldcharles.com/products/maestro-2-0-ultra-thin-green),41.7 × 39,8.7,41.7 мм,"GCA2000 автомат, double barrel; 50 ч; 4 Гц",15k_plus,macro_trend,смеш.,active,gerald-charles.md
Gerald Charles,169,Maestro GMT,41.7 × 39,≈11,41.7 мм,автомат GMT; ≈50 ч; 4 Гц,15k_plus,insider_hype,оц.класс,active,gerald-charles.md
Gerald Charles,169,Maestro 8.0 Squelette,41.7 × 39 (часть листингов 45),≈9,41.7 мм,GCA5482 skeleton автомат; ≈50 ч; 4 Гц,15k_plus,insider_hype,смеш.,active,gerald-charles.md
Daniel Roth,170,Tourbillon Souscription (2023 revival),38.6 × 35.5,≈9.2,38.6 мм,DR001 ручной tourbillon; ≈80 ч; ≈3 Гц,15k_plus,insider_hype,смеш.,revived,daniel-roth.md
Daniel Roth,170,"Papillon / Le Sentier (Bulgari era, 2000–2015)",≈44 × 41,≈12,≈44 мм,Bulgari-era proprietary module / supplied base по ref.; ≈42–48 ч; ≈4 Гц,15k_plus,contrarian,смеш.,revived,daniel-roth.md
Daniel Roth,170,[Extra Plat](https://www.danielroth.com/watch/extraplat/extraplat-souscription/) (2025–2026 revival),38.6 × 35.5,7.7,38.6 мм,DR002 ручной; 65 ч; 4 Гц,15k_plus,insider_hype,смеш.,revived,daniel-roth.md
Gérald Genta (Brand),171,Arena Bi-Retro Sport,43,12,≈50,"Bulgari BVL 300, автомат",15k_plus,insider_hype,смеш.,revived,gerald-genta-brand.md
Gérald Genta (Brand),171,Gefica Safari,46.5,≈15,≈54,"GG 1004 на базе GP3100, автомат",15k_plus,contrarian,смеш.,revived,gerald-genta-brand.md
Gérald Genta (Brand),171,Retro Fantasy Mickey Mouse / Arena Mickey ref. 103613,41,11.85,≈47,"BVL 262, автомат, jumping hour/retrograde minutes",15k_plus,insider_hype,смеш.,revived,gerald-genta-brand.md
ArtyA,172,Son of a Gun Believer 1,47,≈16,≈53,"ArtyA A17, автомат",5k_10k,contrarian,смеш.,active,artya.md
ArtyA,172,Purity Tourbillon,46,≈15,≈50,"PUR-T1, ручной, flying tourbillon",15k_plus,insider_hype,смеш.,active,artya.md
ArtyA,172,Tiny Purity Tourbillon,39,≈14,≈44,"PUR-T2, ручной, flying tourbillon",15k_plus,insider_hype,смеш.,active,artya.md
Louis Moinet,173,Memoris Spirit,40.7,≈15,≈49,"LM84 с Concepto, автомат, column wheel",15k_plus,insider_hype,смеш.,active,louis-moinet.md
Louis Moinet,173,Space Revolution,43.5 база / 41.6 сапфир,≈18,≈52,"LM104, ручной, double flying tourbillon",15k_plus,insider_hype,смеш.,active,louis-moinet.md
Louis Moinet,173,Cosmopolis,40.7,≈14,≈49,"LM135, ручной flying tourbillon",15k_plus,insider_hype,смеш.,active,louis-moinet.md
L'Epée 1839,174,Time Machine,257×220×210,не применимо (габарит объекта 210 мм по третьей оси),не применимо (настольный объект),"L’Epée 1855, ручной",15k_plus,insider_hype,смеш.,active,lepee-1839.md
L'Epée 1839,174,Hot Balloon,"высота 310, диаметр 172",не применимо (габарит корзины 80 мм),не применимо (настольный объект),механический L’Epée; точный калибр не опубликован,15k_plus,insider_hype,смеш.,active,lepee-1839.md
L'Epée 1839,174,Duet,265×370×105,не применимо (габарит объекта 105 мм по третьей оси),не применимо (настольный объект),механический часы+бой+music box; калибр не раскрыт,15k_plus,contrarian,смеш.,active,lepee-1839.md
Alain Silberstein,175,Louis Erard x Alain Silberstein Le Régulateur,40,≈11.6,≈47,"Sellita SW266-1, автомат",2k_5k,insider_hype,смеш.,revived,alain-silberstein.md
Alain Silberstein,175,Krono Bauhaus,≈40,15,≈45,"Valjoux 7751 или Lemania 5100, автомат",5k_10k,contrarian,смеш.,revived,alain-silberstein.md
Alain Silberstein,175,Bolido,32×45,12.2–13,45–47.7,BA133 / F. Piguet 1185 / ETA 2892-A2 по версии,5k_10k,contrarian,смеш.,revived,alain-silberstein.md
Ikepod,176,Megapod Automatic,46,17–18.25,46,"Miyota 9039, автомат",1k_2k,macro_trend,смеш.,active,ikepod.md
Ikepod,176,Seaslug GMT,39,≈16,≈44,"ETA 2893-2, автомат GMT",5k_10k,contrarian,смеш.,active,ikepod.md
Ikepod,176,Hemipod gen3 HE00/HE10,44,18,44,"Arola C3IKE/ETA 7750, автоматический хронограф",5k_10k,insider_hype,смеш.,active,ikepod.md
DeWitt,177,Twenty-8-Eight Second Retro,43,≈11,≈50,автомат с модулем ретроградной секунды,10k_15k,contrarian,смеш.,active,dewitt.md
DeWitt,177,Academia Endless Drive,42.5,12.85,≈50,"DW1653, автомат, in-house",15k_plus,contrarian,смеш.,active,dewitt.md
DeWitt,177,Concept Watch N°3 X-Watch,49,"21,8 (https://www.watchonista.com/dewitt/watches/concept-watch-n3-x-watch)",≈58,"DW8046, автомат, tourbillon/chrono/dual retrograde",15k_plus,contrarian,смеш.,active,dewitt.md
Claude Meylan,178,Tortue Swirls,40×40,11,≈48,"165CM14 на базе Unitas, ручной, skeleton",2k_5k,contrarian,смеш.,active,claude-meylan.md
Claude Meylan,178,Hirondelle,≈40,≈11,≈47,скелетонизированный швейцарский ébauche,5k_10k,contrarian,оц.класс,active,claude-meylan.md
Claude Meylan,178,Légende 69,31,≈12,≈38,"Valjoux 69 NOS, ручной column-wheel chrono",15k_plus,contrarian,смеш.,active,claude-meylan.md
Armand Nicolet,179,MHA Automatic A840HAA,41–42,12–14,≈49,"AN200 на базе Sellita SW200, автомат",2k_5k,contrarian,смеш.,active,armand-nicolet.md
Armand Nicolet,179,JS9-41 Diver,41,13,47,"AN200/Sellita SW200, автомат",2k_5k,evergreen,смеш.,active,armand-nicolet.md
Armand Nicolet,179,S05 Complete Calendar / Chronograph,44,13.6–15.5,≈52,AN/ETA 2824-2 с модулем либо Valjoux 7751 по версии,5k_10k,contrarian,смеш.,active,armand-nicolet.md
Mathey-Tissot,180,Edmond Metal H1886QAS,42,≈11,≈49,швейцарский кварц; точный калибр версии не раскрыт,500_1k,contrarian,смеш.,active,mathey-tissot.md
Mathey-Tissot,180,Rolly Vintage Automatic H901ATLV,40,12.6,≈47,"Sellita SW200-1, автомат",500_1k,contrarian,смеш.,active,mathey-tissot.md
Mathey-Tissot,180,Type 21 Chrono Automatic H1821CHATLNO,42,16,≈50,"Landeron 77, автомат, day-date chrono",1k_2k,contrarian,смеш.,active,mathey-tissot.md
Delma,181,Shell Star Titanium 41,41,13.6,≈48,Sellita SW200-1 automatic,1k_2k,evergreen,смеш.,active,delma.md
Delma,181,Cayman Automatic,42,13.3,≈49,Sellita SW200 automatic,1k_2k,evergreen,смеш.,active,delma.md
Delma,181,Blue Shark IV,47,20,55,Sellita SW200-1 automatic,2k_5k,contrarian,смеш.,active,delma.md
Davosa,182,Ternos Ceramic 40,40,≈12.5,≈48,"DAV 3021 automatic, внешняя Swiss ébauche",1k_2k,evergreen,смеш.,active,davosa.md
Davosa,182,Argonautic 39,39.5,12.4,47,DAV 3021 automatic,1k_2k,evergreen,смеш.,active,davosa.md
Davosa,182,Newton Pilot Automatic,40,11.6,49,DAV 3021ND automatic,1k_2k,contrarian,смеш.,active,davosa.md
Steinhart,183,Ocean One 39,39,≈12,≈47,Sellita SW200-1 Elaboré,500_1k,evergreen,смеш.,active,steinhart.md
Steinhart,183,Ocean One Titanium 500 Premium,42,≈13,≈51,Sellita SW300 Elaboré Premium,500_1k,contrarian,смеш.,active,steinhart.md
Steinhart,183,Nav B-Uhr 44 Titan B-Muster,44,≈14.2,≈52,Sellita SW200-1 automatic,500_1k,evergreen,смеш.,active,steinhart.md
Archimede,184,Pilot 42 Automatic,42,≈10,≈50,ETA 2824-2 / Sellita SW200 по поколению,1k_2k,evergreen,смеш.,active,archimede.md
Archimede,184,OutDoor 41 AntiMag Titan,41.3,11.2,46.5,Sellita SW200-1 automatic,1k_2k,contrarian,смеш.,active,archimede.md
Archimede,184,SportTaucher,41.5,12,≈48,Sellita SW200-1 automatic,1k_2k,contrarian,смеш.,active,archimede.md
Guinand,185,Series 40,40.7,15.7,48.7,Sellita SW500 automatic chronograph,2k_5k,evergreen,смеш.,active,guinand.md
Guinand,185,Werksfahrer Chrono 1,40.5,14.9,44.3,Sellita SW510 automatic chronograph,2k_5k,insider_hype,смеш.,active,guinand.md
Guinand,185,Flieger Chrono,40.7,15.7,48.7,Sellita SW510 automatic chronograph,2k_5k,contrarian,смеш.,active,guinand.md
Limes,186,Endurance GMT,41.5,12.5,50,ETA 2893-2 Elaboré automatic GMT,1k_2k,contrarian,смеш.,active,limes.md
Limes,186,Neptun,41.5,12.5,50,Sellita SW200-1 automatic,1k_2k,contrarian,смеш.,active,limes.md
Limes,186,Pharo Chronograph,40.5,14.3,≈48,"ETA 7751 TOP automatic, полный календарь/луна",2k_5k,contrarian,смеш.,active,limes.md
Nivrel,187,N-Series Deep Ocean,43,13.5,≈51,ETA 2824-2 automatic,500_1k,insider_hype,смеш.,active,nivrel.md
Nivrel,187,Replique Aviateur II,40,10,≈47,ETA 2824-2 automatic,1k_2k,contrarian,смеш.,active,nivrel.md
Nivrel,187,Héritage Automatique,40,10,≈47,ETA 2824-2 automatic,1k_2k,contrarian,смеш.,active,nivrel.md
Alexander Shorokhoff,188,Avantgarde Babylonia II,47,11.5,≈52,"2609.AS hand-wound, база Poljot 2609",2k_5k,contrarian,смеш.,active,alexander-shorokhoff.md
Alexander Shorokhoff,188,Levels,46.5,≈13,≈53,2671.AS automatic,2k_5k,insider_hype,смеш.,active,alexander-shorokhoff.md
Alexander Shorokhoff,188,Chronograph 1 / Chrono C01,43.5,13.6,≈50.5,3133.AS hand-wound chronograph,2k_5k,contrarian,смеш.,active,alexander-shorokhoff.md
Poljot International,189,Chronograph 3133 NOS 1992,40,12,46,Poljot 3133 hand-wound,300_500,macro_trend,смеш.,active,poljot-international.md
Poljot International,189,Aviator 3105,45,≈13,≈52,"Poljot 3105 hand-wound, NOS",500_1k,contrarian,смеш.,active,poljot-international.md
Poljot International,189,Basilika Chronograph,44,14,≈51,Poljot 3133 hand-wound,500_1k,macro_trend,смеш.,active,poljot-international.md
Чайка / Заря / Электроника,190,Заря G5241401,42,13,≈49,данные отсутствуют,under_300,contrarian,смеш.,active,chaika-zarya-elektronika.md
Чайка / Заря / Электроника,190,Чайка Злата,≈18–24,≈6–8,≈24–30,данные отсутствуют,500_1k,contrarian,смеш.,active,chaika-zarya-elektronika.md
Чайка / Заря / Электроника,190,Электроника-1 Б6-03,≈37×41–44 (https://www.etsy.com/listing/4535197347/vintage-soviet-led-watch-electronika-1),≈14,не применимо (интегрированный корпус без стандартных ушек); фактический продольный габарит корпуса ≈41–44 мм (https://nostalgia.su/chasi-elektronika1-terminator-b6.03-sssr-v-redchayshem-sostoyanii-s-rodnoy-komplektaciey-novie-s-hraneniya/),советский LED-модуль 3049/вариант по выпуску,500_1k,macro_trend,смеш.,active,chaika-zarya-elektronika.md
Venezianico,191,Nereide 42 ref.3321504C,42,≈13.0,49,Seiko NH35A; 41; 3 Гц,500_1k,macro_trend,смеш.,active,venezianico.md
Venezianico,191,Redentore 40 ref.1221507C,40,12.7,48,Seiko NH35A; 41; 3 Гц,500_1k,evergreen,смеш.,active,venezianico.md
Venezianico,191,Bucintoro 42 ref.8221510C,42,≈13.6 с стеклом,49,Seiko NE88A; 45; 4 Гц,1k_2k,insider_hype,смеш.,active,venezianico.md
Meccaniche Veloci,192,Due Valvole DueTempi W125K188,44,≈16,≈52,2× ETA 2671; ≈38; 4 Гц,2k_5k,contrarian,смеш.,active,meccaniche-veloci.md
Meccaniche Veloci,192,QuattroValvole 49 MV8802,49,≈18,≈57,MV8802; 48; 4 Гц,10k_15k,contrarian,смеш.,active,meccaniche-veloci.md
Meccaniche Veloci,192,Icon 49 MV8802,49,≈18,≈57,MV8802; 48; 4 Гц,10k_15k,contrarian,смеш.,active,meccaniche-veloci.md
Gorilla Watches,193,Fastback GT Modena,44,13,≈57,Miyota 90S5; 42; 4 Гц,1k_2k,contrarian,смеш.,active,gorilla-watches.md
Gorilla Watches,193,Fastback GT Bandit FBY6.0,44,13,≈56,Miyota 90S5; 42; 4 Гц,1k_2k,contrarian,смеш.,active,gorilla-watches.md
Gorilla Watches,193,Fastback Drift Safari,44,≈14,57,ETA 2824-2 + Vaucher G-5238; 38–42; 4 Гц,2k_5k,insider_hype,смеш.,active,gorilla-watches.md
Dietrich,194,Organic Time OT-1,46×48,13.7–14.5,48,Miyota 82S7; ≈42; 3 Гц,1k_2k,contrarian,смеш.,active,dietrich.md
Dietrich,194,Organic Time OT-3,46×48,13.7,48,Miyota 82S7; ≈42; 3 Гц,1k_2k,contrarian,смеш.,active,dietrich.md
Dietrich,194,SD-1 Pacific Blue,38.5,12.0–12.1,45.5–46.2,Sellita SW200; 38; 4 Гц,1k_2k,insider_hype,смеш.,active,dietrich.md
SevenFriday,195,M-Series M2/02,47×47.6,≈14.3,47.6,Miyota 8215; 40; 3 Гц,1k_2k,contrarian,смеш.,active,sevenfriday.md
SevenFriday,195,P-Series P1B/01,47×47.6,≈13,47.6,Miyota 82S7; 40; 3 Гц,1k_2k,contrarian,смеш.,active,sevenfriday.md
SevenFriday,195,Q-Series Q2/03 Choo-Choo,44.3×49.7,≈14,49.7,Miyota 8219; 40; 3 Гц,1k_2k,contrarian,смеш.,active,sevenfriday.md
REC Watches,196,Mark I M1 Mini Cooper,44.3,11.5–13,≈50,TMI VK64 или Miyota OS21 quartz по версии; ≈3 года батарея,300_500,contrarian,смеш.,active,rec-watches.md
REC Watches,196,P51-01 Mustang,44×44,13.8 overall,50.6 overall,Miyota 9130; 48; 4 Гц,1k_2k,insider_hype,смеш.,active,rec-watches.md
REC Watches,196,RJM Spitfire,41,≈10.9,≈48,Miyota 9015; 42; 4 Гц,1k_2k,insider_hype,смеш.,active,rec-watches.md
Shinola Detroit,197,Detrola 41,41,10.85,≈48,Argonite 705 quartz; батарея ≈3 года,300_500,macro_trend,смеш.,active,shinola.md
Shinola Detroit,197,Runwell 41,41,10.1,≈49,Argonite 1069 quartz (Ronda-base); батарея ≈4 года,500_1k,evergreen,смеш.,active,shinola.md
Shinola Detroit,197,Monster Automatic Lake Ontario 39,39,≈13,≈47,Sellita SW200-2; ≈65; 4 Гц,2k_5k,contrarian,смеш.,active,shinola.md
Vaer,198,C5 Field 40 USA Quartz,40,9.6,48,Ronda 715 quartz; батарея ≈5 лет,300_500,macro_trend,смеш.,active,vaer.md
Vaer,198,D5 Dive 39 USA Auto,39,12.5 с кристаллом,46,Miyota 9015; 42; 4 Гц,500_1k,macro_trend,смеш.,active,vaer.md
Vaer,198,A5 Meridian/Field 40 Auto,40,9.7–11,48,Miyota 9039/9015 по версии; 42; 4 Гц,500_1k,evergreen,смеш.,active,vaer.md
Boldr Supply Co.,199,Venture Carbon Black,38,12,≈44,Seiko/TMI NH38A; 41; 3 Гц,300_500,macro_trend,смеш.,active,boldr.md
Boldr Supply Co.,199,Odyssey Freediver 40,40,14,48,Miyota 9015; 42; 4 Гц,500_1k,macro_trend,смеш.,active,boldr.md
Boldr Supply Co.,199,Expedition Rushmore,41,14,46,Sellita SW200-1; 38; 4 Гц,500_1k,contrarian,смеш.,active,boldr.md
Fiyta,200,Photographer GA860012.BBB,42,11.75,≈49,Miyota 8N24; 40; 3 Гц,300_500,contrarian,смеш.,active,fiyta.md
Fiyta,200,Extreme WGA868001.BBB,44,14,≈52,автоматический Miyota; 40; 3 Гц,500_1k,contrarian,смеш.,active,fiyta.md
Fiyta,200,Aerospace Space Walk GA880026.WBW,44,15,≈52,ETA 7750; 42; 4 Гц,2k_5k,insider_hype,смеш.,active,fiyta.md
